zone,state,lga,ea,hhid,indiv,NEWMEMBER,s1q4,s1q2,s1q3,s1q3_os,s1q6,s1q8,s1q9,s1q10,s1q11,s1q12,s1q13,s1q14,s1q15,s1q15a,s1q16,s1q17,s1q18,s1q19_1,s1q19_2,s1q19_3,s1q19_4,s1q19a,s1q19b,s1q19c,s1q19d,s1q20,s1q21,s1q22a,s1q22b,s1q23,s1q23_os,s1q24,s1q25,s1q26,s1q27,s1q28,s1q29,s1q29b,s1q30,s1q31,s1q32,s1q33,s1q34,s1q34_os,s1q34b,s1q35,s1q36,s1q36_os,s1q37,s1q38,s1q39,s1q39_os,s1q39a,s1q39b,s1q39c,s1q39d,s1q39e,s1q39f,s1q39g,s1q39h,s1q39i__1,s1q39i__2,s1q39i__3,s1q39i__4,s1q39i__5,s1q39i__6,s1q39i__7,s1q39i__8,s1q39i__9,s1q39i__10,s1q39i__11,s1q39i__12,s1q39i__13,s1q39i__14,s1q39i__96,s1q39i_os,s1q39j,s1q39k__1,s1q39k__2,s1q39k__3,s1q39k__4,s1q39k__5,s1q39k__6,s1q39k__7,s1q39k__8,s1q39k__9,s1q39k__10,s1q39k__11,s1q39k__12,s1q39k__13,s1q39k__14,s1q39k__96,s1q39k_os,s1q40a,s1q40b,s1q40c,s1q40d,s1q41,s1q42a,s1q44,months_left,s1q45,s1q45_os
2. North East,2. Adamawa,205. GOMBI,712,20107,1,0,1. YES,1. MALE,1. HEAD,,48,2. NO,,,1975,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),25,1. YES,2,,,,1999,,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20107,2,0,1. YES,2. FEMALE,2. SPOUSE,,45,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,1978,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20107,3,0,1. YES,1. MALE,3. OWN CHILD,,25,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,1998,1. YES,,2. NO,10,2. NO,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20107,4,0,1. YES,1. MALE,3. OWN CHILD,,20,2. NO,,,2003,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20107,5,0,1. YES,2. FEMALE,10. PARENT,,78,2. NO,,,1945,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,6. WIDOWED,15,,,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20107,6,0,1. YES,2. FEMALE,3. OWN CHILD,,12,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,1,0,1. YES,1. MALE,1. HEAD,,60,2. NO,,,1963,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),32,1. YES,2,,,,1991,,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,2,0,1. YES,2. FEMALE,2. SPOUSE,,47,2. NO,,,1975,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,26. SS3,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,3,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2009,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,201,0,1. YES,1. MALE,8. NIECE/NEPHEW,,42,2. NO,,,1981,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,2. NO,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,202,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,23. JS3,23. JS3,,,,1. YES,7500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. JAN,2023,,,1. INSIDE NIGERIA,205. GOMBI,,7,3. SALE OF OTHER PROPERTY,
2. North East,2. Adamawa,205. GOMBI,712,20108,203,0,1. YES,1. MALE,8. NIECE/NEPHEW,,24,2. NO,,,1999,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,2. NO,26. SS3,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,701,0,1. YES,1. MALE,3. OWN CHILD,,30,2. NO,,,1993,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20108,702,0,1. YES,2. FEMALE,3. OWN CHILD,,14,2. NO,,,2009,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,1,0,1. YES,1. MALE,1. HEAD,,67,2. NO,,,1956,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),20,1. YES,2,8,,,2011,2015,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,2,0,1. YES,2. FEMALE,2. SPOUSE,,65,2. NO,,,1958,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,3,0,1. YES,1. MALE,3. OWN CHILD,,26,2. NO,,,1997,2. NO,2. NO,2. NO,12. ALL 12 MONTHS,1. YES,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,4,0,1. YES,2. FEMALE,3. OWN CHILD,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,5,0,1. YES,1. MALE,3. OWN CHILD,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,8,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,7,0,1. YES,2. FEMALE,6. GRANDCHILD,,17,2. NO,,,2006,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,8,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,8,0,1. YES,2. FEMALE,2. SPOUSE,,55,2. NO,,,1968,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,9,0,1. YES,1. MALE,3. OWN CHILD,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,205. GOMBI,712,20110,5101,1,,1. MALE,3. OWN CHILD,,25,2. NO,,,1998,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,1. JAN,2021,10. MISTAKENLY NOT REPORTED OR FORGOTTEN LAST VISIT,,,1. YES,1,,,,,1. YES,8,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,1,0,1. YES,1. MALE,1. HEAD,,36,1. YES,1. YES,,1987,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),20,1. YES,2,,,,2017,,,,2. NO,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,20,2. ADAMAWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,2,0,1. YES,2. FEMALE,2. SPOUSE,,24,1. YES,1. YES,,1999,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,10,2. ADAMAWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,3,0,1. YES,2. FEMALE,3. OWN CHILD,,13,1. YES,1. YES,,2010,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,4,0,1. YES,1. MALE,3. OWN CHILD,,16,2. NO,,,2007,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,1001,0,1. YES,1. MALE,8. NIECE/NEPHEW,,17,2. NO,,,2006,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29001,5101,1,,2. FEMALE,3. OWN CHILD,,3,1. YES,1. YES,3. MAR,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,4. APR,2020,1. NEW BORN,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,1,0,1. YES,1. MALE,1. HEAD,,54,2. NO,,,1969,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),23,1. YES,2,10,17,5101,1992,1995,1999,2020,2. NO,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,19. NEVER WORKED,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,2,0,1. YES,2. FEMALE,2. SPOUSE,,49,2. NO,,,1974,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,19. NEVER WORKED,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,3,0,1. YES,1. MALE,3. OWN CHILD,,28,2. NO,,,1995,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,5,0,1. YES,1. MALE,3. OWN CHILD,,25,2. NO,,,1998,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,7,0,1. YES,2. FEMALE,3. OWN CHILD,,19,2. NO,,,2004,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,8,0,1. YES,2. FEMALE,3. OWN CHILD,,19,2. NO,,,2004,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,9,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,10,0,1. YES,2. FEMALE,2. SPOUSE,,42,2. NO,,,1981,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,11,0,1. YES,2. FEMALE,3. OWN CHILD,,23,2. NO,,,2000,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,12,0,1. YES,1. MALE,3. OWN CHILD,,19,2. NO,,,2004,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,13,0,1. YES,2. FEMALE,3. OWN CHILD,,18,2. NO,,,2005,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,14,0,1. YES,1. MALE,3. OWN CHILD,,17,2. NO,,,2006,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,15,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,16,0,1. YES,2. FEMALE,3. OWN CHILD,,12,2. NO,,,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,17,0,1. YES,2. FEMALE,2. SPOUSE,,35,2. NO,,,1988,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,321. SECONDARY VOCATIONAL/TECHNICAL/COMMERCIAL,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,1. YES,26. SS3,19. NEVER WORKED,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,18,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,19,0,1. YES,1. MALE,3. OWN CHILD,,18,2. NO,,,2005,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,20,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2010,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,11,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,21,0,1. YES,1. MALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,11,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,1301,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,1302,0,1. YES,1. MALE,3. OWN CHILD,,6,2. NO,,5. MAY,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,1303,0,1. YES,2. FEMALE,3. OWN CHILD,,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,10,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2. North East,2. Adamawa,204. GIREI,144,29002,1304,0,1. YES,1. MALE,3. OWN CHILD,,6,2. NO,,6. JUN,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,17,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
