zone,state,lga,sector,ea,hhid,indiv,FILTER,s1dq1,s1dq3a,s1dq3b,s1dq3c_1,s1dq3c_2,s1dq3c_os,s1dq4,s1dq4_os,s1dq4a,s1dq4a_os,s1dq4b_1,s1dq4b_2,s1dq4b_os,s1dq5,s1dq5_os,s1dq6,s1dq7,s1dq7a__1,s1dq7a__2,s1dq7a__3,s1dq7a__4,s1dq7a__96,s1dq7a_os,s1dq7b,s1dq7b_os,s1dq8a,s1dq8b,s1dq8c,s1dq8c_os,s1dq8d__1,s1dq8d__2,s1dq8d__3,s1dq8d__4,s1dq8d__5,s1dq8d__6,s1dq8d__7,s1dq8d__8,s1dq8d__9,s1dq8d__10,s1dq8d__11,s1dq8d__12,s1dq8d__13,s1dq8d__14,s1dq8d__15,s1dq8d__16,s1dq8d__17,s1dq8d__18,s1dq8d__19,s1dq8d__96,s1dq8d_os
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129173,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129173,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129173,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129173,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129173,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,701,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,1250,129174,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1211. IKPOBA OKHA,1. URBAN,0,129176,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5102,1. YES,1. YES,1. YES,2. TEMPORARILY,6. GO TO STUDY,,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,EASIER TO GET VISA/WORK PERMITS/DOCUMENTATION,,3. DON'T KNOW WHERE TO GO,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1216. OWAN EAST,1. URBAN,694,129180,5104,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,4,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to another country,,16. AUSTRALIA,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
5. South South,12. Edo,1218. UHUNMUONDE,1. URBAN,196,129182,5,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,5,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,6. GO TO STUDY,,Moving to another country,,5. UNITED STATES OF AMERICA,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,2. NO,,,,,,,7. ASSISTANCE FROM FAMILYÂ ANDÂ FRIENDS,,1. YES,2019,2. GENERAL LACK OF MONEY/POOR HOUSEHOLD ECONOMIC CONDITIONS,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130021,6,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,701,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,2. RURAL,0,130023,5102,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2403. ALIMOSHO,1. URBAN,0,130024,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130025,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,5,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130026,1601,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,No preference ,,,,,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,2,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,No preference ,,,,,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,3,1. YES,1. YES,1. YES,1. PERMANENTLY,6. GO TO STUDY,,,Moving to another country,,6. CANADA,,EASIER TO FIND A JOB,EASIER TO GET VISA/WORK PERMITS/DOCUMENTATION,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,1. YES,2. NO,,,,,,,7. ASSISTANCE FROM FAMILYÂ ANDÂ FRIENDS,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130027,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130029,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130029,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,268,130029,4,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1307. GBOYIN,1. URBAN,0,130030,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,2. GERMANY,,EASIER TO FIND A JOB,AFFORDABLE TO TRAVEL TO THE DESTINATION,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,2,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,3,1. YES,1. YES,1. YES,1. PERMANENTLY,6. GO TO STUDY,,,No preference ,,,,,,,12. SCHOOLING OR IN EDUCATION,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130032,1701,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130033,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130033,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130033,1001,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130034,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130034,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,0,130035,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,0,130035,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,0,130035,1302,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130036,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130036,1302,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130036,1303,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130036,1304,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130038,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130038,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130038,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130038,5103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130038,5104,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130039,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to capital city,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130039,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1303. EKITI EAST,1. URBAN,626,130039,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1310. IKARE,1. URBAN,0,130040,3,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1310. IKARE,1. URBAN,0,130040,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1310. IKARE,1. URBAN,0,130040,201,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1310. IKARE,1. URBAN,0,130040,2001,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130051,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130051,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130051,1801,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130051,1802,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130052,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130052,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130052,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130052,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130052,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,0,130053,4,1. YES,1. YES,1. YES,1. PERMANENTLY,5. JOIN REST OF THE FAMILY,,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,,,,1. YES,2011,1. LACK OF MONEY RESULTING FROM UNEXPECTED SHOCK/EVENT,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130054,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130055,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130055,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130056,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130056,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,4,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,901,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,902,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,903,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130057,1501,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,6,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,7,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,1. URBAN,0,130059,8,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130060,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130060,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130060,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,13. Ekiti,1309. IJERO,2. RURAL,674,130060,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
